name,mandal,year,age,area,community,cooptmember,edu,electioncat,occupation,party,pparty,president,sex,vp,vpparty
Kurli Narsi Reddy,O.D.Cheruvu,2006,41,Allapalli,Kapu,,Intermediate,URG,,INC,,,M,,
Dhanalakshmamma Boyapati,O.D.Cheruvu,2006,39,Chintamanupalli,Kamma,,BA,URW,,TDP,,,F,,
Eddula Sreedhar Reddy,O.D.Cheruvu,2006,41,Daburu Varipalli,Kapu,,BA,URG,,TDP,,,M,,
Lakkineni Rama Naidu,O.D.Cheruvu,2006,34,Inagalur,Ekila,,SSC,URG,,TDP,,,M,,
Badisam Ramanjineyulu,O.D.Cheruvu,2006,27,Kondakamarla 1,,,SSC,SCG,,TDP,,,M,,
Nagireddigari Raja Reddy,O.D.Cheruvu,2006,39,Kondakamarla 2,Kapu,,SSC,URG,,TDP,,,M,,
Mahaboob Basha,O.D.Cheruvu,2006,33,O.D.Cheruvu,Muslim,,Intermediate,URG,,INC,,,M,,
Cheruvu Prabhavathamma,O.D.Cheruvu,2006,36,Sunnampalli,Kapu,,5th,URW,,TDP,,,F,,
Thippineni Maheswaramma,O.D.Cheruvu,2006,39,T.Kuntlapalli,,,3rd,URW,,INC,,,F,,
Kalla Venkatarangaiah,O.D.Cheruvu,2006,24,Tangedu Kunta,Boya,,5th,BCG,,TDP,,,M,,
Ganta Umamaheswari,O.D.Cheruvu,2006,25,Tippepalli,Uppara,,9th,BCW,,TDP,,,F,,
Pitta Obula Reddy,O.D.Cheruvu,2006,47,Venkatapuram,Kapu,,SSC,URG,,TDP,,,M,,
Nakka Narayanamma,Pamidi,2006,39,Devarapalli,,,5th class,BC(W),,TDP,,,F,,
G.Obulesu,Pamidi,2006,36,Edururu,BOYA,,SSC,BCG,,INC,,,M,,
Neeluru Subba Reddy,Pamidi,2006,46,Gajarampalli,KAPU,,Intermediate,URG,,INC,,,M,,
Venkatesu,Pamidi,2006,31,Khaderapeta,BOYA,,SSC,BCG,,TDP,,,M,,
Mallamma,Pamidi,2006,44,Palem,,,,BC(W),,INC,,,F,,
Mahabunni,Pamidi,2006,40,Pamidi 1,,,5TH,URW,,TDP,,,F,,
Nallbotula Sreenivasulu,Pamidi,2006,32,Pamidi 2,MADIGA,,BA,SCG,,TDP,,,M,,
Sanjeeva Kumar,Pamidi,2006,35,Pamidi 3,BOYA,,DIPLOMA,BCG,,TDP,,,M,,
B.C Mastanayya,Pamidi,2006,41,Pamidi 4,MANGALI,,SSC,URG,,TDP,,,M,,
B.K.Mahammed Raheem,Pamidi,2006,27,Pamidi 5,MUSLIM,,SSC,URG,,INC,,,M,,
Mandla Lakshmidevi,Pamidi,2006,24,Pamidi 6,,,,SCW,,TDP,,,F,,
Neelam Kantha Reddy,Pamidi,2006,37,Ramagiri,KAPU,,SSC,URG,,INC,,,M,,
Savithri,Pamidi,2006,28,Vankaraju Kalva,,,5th class,URW,,INC,,,F,,
Deva Kadirappa Satyanarayana,Pamidi,2006,33,Yeddulapalli,YERIKALA,,,STG,,TDP,,,M,,
Venkatesulu,Parigi,2006,42,Beechiganihalli,,,10th,BCG,,TDP,,,M,,
Lakshmidevamma,Parigi,2006,47,Kodigenahalli 1,OC,,7th,URW,,INC,,,F,,
Adiseshareddy,Parigi,2006,41,Kodigenahalli 2,OC,,,URG,,TDP,,,M,,
Anjineyulu,Parigi,2006,28,Kodigenahalli 3,,,7th,BCG,,TDP,,,M,,
Y.Ravikumar,Parigi,2006,38,Moda 1,,,,BCG,,TDP,,,M,,
K.Gangamma,Parigi,2006,34,Moda 2,BC,,,URG,,TDP,,,F,,
Gangarathnamma,Parigi,2006,33,P.Narasapuram,,,,SCW,,TDP,,,F,,
Narasaiah,Parigi,2006,30,Parigi 1,,,8th,SCG,,TDP,,,M,,
Lakshmidevi,Parigi,2006,35,Parigi 2,,,10TH,BCW,,CPI(M),,,F,,
Chinna Vanneruppagari Arivappa,Parigi,2006,58,Sasanakota,,,10th,BCG,,INC,,,M,,
V.Krishnamurthy,Parigi,2006,43,Seegipalli,OC,,Degree,URG,,TDP,,,M,,
Thimma Reddy,Parigi,2006,30,Sirekolam,OC,,,URG,,TDP,,,M,,
Ms.Krishnareddy,Parigi,2006,69,Sreerangarajupalli 1,OC,,10h,URG,,INC,,,M,,
Haseena,Parigi,2006,45,Sreerangarajupalli 2,,,,BCW,,INC,,,F,,
Koramappagari Kristappa,Parigi,2006,34,Utakur,,,10th,SCG,,TDP,,,M,,
Bandi Veera Narayanamma,Peddapappur,2006,42,Muchukota,BOYA,,5TH,URG,,INC,,,F,,
Tarimela Ramadevi,Peddapappur,2006,28,Pedda Yekkalur,MANGALI,,INTER,BCG,AGRICULTURE,INC,,,M,,
Obolla Maseedu,Peddapappur,2006,,Amalladenne,,,,SC(G),,TDP,,,Male,,
Maduru Sujatha,Peddapappur,2006,,Chinnayekkalur,,,,UR(W),,INC,,,Female,,
Madineni Lakshmi,Peddapappur,2006,,Juturu,,,,UR(W),,INC,,,Female,,
Bandaru Obulamma,Peddapappur,2006,,Narasapuram,,,,SC(W),,TDP,,,Female,,
B.C.Ramakrishna Reddy,Peddapappur,2006,,Pasaluru,,,,UR(G),,INC,,,Male,,
Thammisetti Sailaja,Peddapappur,2006,,Peddapappuru,,,,UR(G),,INC,,,Female,,
Thodimala Sreenivasulu,Peddapappur,2006,,Somanapalli,,,,BC(G),,INC,,,Male,,
Kukkala Vannuramma,Peddapappur,2006,,Thabjula,,,,BC(W),,TDP,,,Female,,
Chikkem Kameshwaramma,Peddavadugur,2006,24,Appecherla,,,,OC(W),Cultivation,INC,,,F,,
K.Sujatha,Peddavadugur,2006,27,Chitrachedu,,,10th Class,URW,House wife,INC,,,F,,
Golla Lakshmi Devi,Peddavadugur,2006,39,Dimmagudi,,,5th class,BC(W),Cultivation,INC,,,F,,
Jogi Sunkulanna,Peddavadugur,2006,46,Gooty Ananthapuram,,,5th class,BC(G),Cultivation,INC,,,M,,
B.Chinna Balanna,Peddavadugur,2006,63,Kristipadu,BC,,,URG,Cultivation,TDP,,,M,,
Chinna Pullanna,Peddavadugur,2006,47,Lakshumpalli,,,,SC(G),Cultivation,INC,,,M,,
Muli Garuda Sekhar Reddy,Peddavadugur,2006,65,Medimakulapalli,OC,,7th class,URG,Cultivation,INC,,,M,,
Sri Shaikshavali (unanimous),Peddavadugur,2006,,Peddavadugur 1,,,,,,IND,,,,,
Venkata Lakshmi,Peddavadugur,2006,35,Peddavadugur 2,,,,SC(W),Cultivation,INC,,,F,,
Narayanaswamy,Peddavadugur,2006,21,Penakalapadu,,,10th Class,BC(G),Cultivation,TDP,,,M,,
S.Balanna,Peddavadugur,2006,54,Ravuludiki,,,10th Class,BC(G),Cultivation,INC,,,M,,
Nirmala,Peddavadugur,2006,31,Virupapuram,OC,,10th Class,URG,Cultivation,TDP,,,M,,
E.Suryanarayana Reddy,Penukonda,2006,35,Duddebanda,OC,,7TH,,,TDP,,,M,,
M.Ramanjaneyulu,Penukonda,2006,,Guttur,,,,,,TDP,,,,,
Konammagari Narayanaswamy,Penukonda,2006,37,Konapuram,OC,,Intermediate,,,TDP,,,M,,
Narasimhappa,Penukonda,2006,44,Mavatur,,,5TH,BCG,,TDP,,,M,,
Guttur Chinna Venkataramudu,Penukonda,2006,50,Munimadugu,BC,,7th,,,TDP,,,M,,
S.Saroja Bai,Penukonda,2006,32,Nagalur,,,5TH,URW,,INC,,,F,,
C.H.Hujurullakhan,Penukonda,2006,30,Penukonda 1,OC,,Intermediate,,,TDP,,,M,,
Jayasankar,Penukonda,2006,38,Penukonda 2,,,2nd,SCG,,TDP,,,M,,
Ma. Kutubuddin,Penukonda,2006,52,Penukonda 3,OC,,SSLC,,,INC,,,M,,
H.Kishnamurthy,Penukonda,2006,52,Penukonda 4,OC,,SSLC,,,INC,,,M,,
K.Lakshmidevi,Penukonda,2006,45,Penukonda 5,,,7TH,BCW,,INC,,,F,,
Golla Varalakshmi,Penukonda,2006,31,Rampuram,,,5th,URW,,TDP,,,F,,
Sathiri Jothi,Penukonda,2006,36,Settipalli,,,5TH,URW,,INC,,,F,,
G.Sreeramulu,Penukonda,2006,30,Venkatareddipalli,,,Intermediate,BCG,,TDP,,,,,
P. Bala Rangaiah,Putlur,2006,,Arakatavemula,,,,,,TDP,,,,,
Annadhanam Aruna Kumari,Putlur,2006,27,Kadavakallu,SRI-VISHNAVA,,SSC,,House wife,INC,,,F,,
Goddumarri Kumari,Putlur,2006,34,Komatikuntla,BC,,5th Class,BC(W),,INC,,,Female House wife,,
Harinath,Putlur,2006,22,Maddipalli,BOYA,,SSC fail,,Agriculture,TDP,,,M,,
Padmavathi,Putlur,2006,24,Putlur,BC,,5th Class,UR(W),,INC,,,Female House wife,,
K.A.Narayana Swamy,Putlur,2006,57,Rangaraju Kuntla,BOYA,,5th class,BC(G),Agriculture,INC,,,M,,
Gadibavi Pullamma,Putlur,2006,59,S.Vengannapalli,KAPU,,,UR(W),House wife,INC,,,F,,
J.Prabhavathi,Putlur,2006,22,Sanagala Guduru,SC,,SSC,SC(W),,INC,,,Female House wife,,
S.Gopal Reddy,Putlur,2006,34,Surepalli,KAPU,,BA,URG,Agriculture,TDP,,,M,,
Kattumadi Peddanna,Putlur,2006,54,Yellutla,SC,,4th Class,SC(G),Agrl.,INC,,,Male,,
Kundla Mallikarjuna,Puttaparthi,2006,40,Amagondapalem,BC,,BA.BE.d,,,INC,,,M,,
Talipineni Aswarthamma,Puttaparthi,2006,39,Jagarajupalli,,,SSC,URG,,TDP,,,F,,
S.Akrambasha,Puttaparthi,2006,34,Nidimamidi,OC,,Inter,,,TDP,,,M,,
Eguvaveedi Bharthamma,Puttaparthi,2006,44,Pedapalli 1,OC,,10th,,,INC,,,F,,
V.Lakshmi Bai,Puttaparthi,2006,32,Pedapalli 2,,,6th,STG,,INC,,,F,,
Chintamani Parvathi,Puttaparthi,2006,24,Puttaparthy 1,,,,SCG,,INC,,,F,,
Jyothi Venkataramanappa,Puttaparthi,2006,65,Puttaparthy 2,BC,,5th,,,INC,,,M,,
D.Naganna,Puttaparthi,2006,62,Puttaparthy 3,,,,BCG,,TDP,,,M,,
Chimirala Sudhakara,Puttaparthi,2006,41,Puttaparthy 4,OC,,MA.BE.d,,,TDP,,,F,,
K.Bhavani,Puttaparthi,2006,37,Puttaparthy 5,,,,UR(G),,TDP,,,F,,
Boya Ramulamma,Puttaparthi,2006,31,Puttaparthy 6,,,,BC(W),,TDP,,,F,,
Boya Sankaramma,Puttaparthi,2006,34,Puttaparthy 7,,,,URW,,TDP,,,F,,
K.Nagi Reddy,Puttaparthi,2006,34,Rachuvaripalli,OC,,SSC,,,TDP,,,M,,
T.Eswara Reddy,Puttaparthi,2006,35,Vengalamma Cheuvu,,,BA,URG,,INC,,,M,,
P.Pothulaiah,Ramagiri,2006,38,Ganthi Marri,KURUBA,,V CLASS,,FARMER,TDP,,,M,,
B.Rangaiah,Ramagiri,2006,39,Kuntimaddi,BOYA,,VCLASS,,FARMER,TDP,,,M,,
Adinarayana,Ramagiri,2006,33,M.C.Palli,GOLLA B.C,,IX CLASS,,FARMER,TDP,,,M,,
Ramalingappa,Ramagiri,2006,29,Madapuram,,,X CLASS,S.C.(G),FARMER,TDP,,,M,,
Durgappa,Ramagiri,2006,31,Nasanakota,,,B.A,B.C (G),FARMER,TDP,,,M,,
B.Chinna Muthyalappa,Ramagiri,2006,30,Peruru 1,BOYA,,,B.C (G),FARMER,INC,,,M,,
B.Akkamma,Ramagiri,2006,39,Peruru 2,B.C KURUBA,,,B.C(W),FARMER,TDP,,,F,,
K.Jayamma,Ramagiri,2006,32,Polepalli,BOYA B.C,,II CLASS,-,FARMER,INC,,,F,,
Nagaratna,Ramagiri,2006,39,Ramagiri,,,-,S.C (W),FARMER,TDP,,,F,,
K.Veera Reddy,Rapthadu,2006,42,Bommeparthy,,,BA,URG,,INC,,,M,,
Shasidhar Reddy,Rapthadu,2006,39,Gondi Reddypalli,,,SSC,URG,,INC,,,M,,
C.Adilakshmi,Rapthadu,2006,,Hampapuram,,,,UR(G),,INC,,,Female,,
Y.Swarjya Laxmi,Rapthadu,2006,39,M.Bandameedapalli,,,7TH,URG,,INC,,,F,,
K.Ramanjunamma,Rapthadu,2006,34,M.Cherlopalli,,,5TH,BCW,,INC,,,F,,
P.Kadirappa,Rapthadu,2006,37,Maruru,,,MA,BCG,,INC,,,M,,
R.Peddanna,Rapthadu,2006,59,Palacherla,,,,SCG,,INC,,,M,,
Velpula Rajasekhar,Rapthadu,2006,,Prassanepalli,,,,BC(G),,INC,,,Male,,
M.Chennamma,Rapthadu,2006,35,Rapthadu,,,5TH,URW,,INC,,,F,,
G.Laxmi Venkateswarmma,Rapthadu,2006,26,Yerragunta,,,INTERMEDIA,URW,,INC,,,F,,
Eramma,Rayadurg,2006,49,Udegolam,,,TE,BCG,AGRICULTUTE,TDP,,,F,,
Gemenaik,Rayadurg,2006,64,Avuladatla,SUGALI,,,STG,AGRICULTUTE,INC,,,M,,
Santhamma,Rayadurg,2006,43,Baginayakanahalli,,,,SCW,AGRICULTUTE,TDP,,,F,,
Nagarajareddy,Rayadurg,2006,49,Bondanakal,,,10TH,URG,AGRICULTUTE,INC,,,M,,
K.Lakshmipathi,Rayadurg,2006,51,D.Kondapuram,BESTA,,6TH,BCG,AGRICULTUTE,INC,,,M,,
K.Ramadevi,Rayadurg,2006,27,Junjurampalli,,,10TH,URW,AGRICULTUTE,TDP,,,F,,
Savitri,Rayadurg,2006,27,Kenchanapalli,BOYA,,5TH,BCW,AGRICULTUTE,TDP,,,F,,
B.Marakka,Rayadurg,2006,60,Machiri,BOYA,,,BCW,AGRICULTUTE,INC,,,F,,
T.Bablu,Rayadurg,2006,32,Nagireddipalli,DUDEKULA,,5TH,URG,AGRICULTUTE,INC,,,M,,
Gangadhara,Rayadurg,2006,40,T.Veerapuram,BOYA,,2ND,BCG,AGRICULTUTE,INC,,,M,,
M.Hanumanthudu,Rayadurg,2006,27,Vadrahonnur,,,INTER,SCG,AGRICULTUTE,TDP,,,M,,
Nagaraju,Roddam,2006,,Cholemarri,,,,BC(G),,INC,,,Male,,
Venkatesh,Roddam,2006,34,Dodagatta,,,SSC,SCG,Agrl,TDP,,,M,,
Annapoornamma,Roddam,2006,37,Kalipi,,,Intermediate,SCW,,TDP,,,F,,
K.Suryanarayana,Roddam,2006,33,Kambalapalli,Kuruba,,,URG,,TDP,,,Agrl,,
P.Lakshmi,Roddam,2006,41,M.Kothapalli,,,SSC,URW,,TDP,,,F,,
R.Seshagiri,Roddam,2006,34,Nalluru,OC,,,URG,Agrl,INC,,,M,,
N.Venkatalakshmi,Roddam,2006,,Naranagepalli,,,,UR(W),,INC,,,Female,,
T.Thippanna Late,Roddam,2006,,Peddamanthuru,,,,UR(G),,INC,,,Male,,
Srirama,Roddam,2006,34,R.Locharla,Kapu,,7th,URG,,INC,,,F,,
Hanumappa,Roddam,2006,39,Roddam 1,,,,BCG,Agrl,TDP,,,M,,
Subbarathnamma,Roddam,2006,51,Roddam 2,,,7th,URW,,TDP,,,F,,
Nagalakshmamma,Roddam,2006,29,Roddam 3,,,,BCG,,TDP,,,F,,
P.Ashwartha Reddy,Roddam,2006,33,Thurakalapatnam,Kapu,,SSC,URG,Agrl,TDP,,,M,,
M.Mare Gowd,Rolla,2006,49,B.G.Halli 1,Vakaliga,,B.Com,URG,Cultivation,INC,,,M,,
Vasuramma,Rolla,2006,44,B.G.Halli 2,,,,BCW,Cultivation,INC,,,F,,
Lakshmamma,Rolla,2006,24,Dodderi,,,,SCW,Agriculture,INC,,,F,,
G.Kristappa,Rolla,2006,44,Gudduguriki,Balija,,SSC,URG,Cultivation,TDP,,,M,,
Rayappa,Rolla,2006,23,Kaki,,,PUC,BCG,Agriculture,INC,,,M,,
Jayamma,Rolla,2006,59,M.Rayapuram,Vakaliga,,5th,URW,Agriculture,TDP,,,F,,
Lakshminarayana,Rolla,2006,29,Rathnagiri,Balija,,SSC,URG,Cultivation,INC,,,M,,
V.Devaraju,Rolla,2006,42,Rolla 1,Sadari,,B.Com,URG,Cultivation,INC,,,M,,
Nagarathnamma,Rolla,2006,,Rolla 2,,,,,,INC,,,,,
Thimmakka,Rolla,2006,37,Rolla 3,Vakaliga,,,URW,Cultivation,INC,,,F,,
Golla Nagappa,Settur,2006,42,Bachepalli,,,,BCG,AGRICULTURE,INC,,,M,,
Kuruba Anandappa,Settur,2006,44,Cherlopalli,,,,BCG,AGRICULTURE,INC,,,M,,
Kodikonda Palegarla Venkatesulu,Settur,2006,37,Chinnampalli,AGNIKULA,,,URG,AGRICULTURE,TDP,,,M,,
Maddipatla Prabhakar Reddy,Settur,2006,37,Chintarlapalli,KSHATRIYAKAPU,,,URG,AGRICULTURE,TDP,,,M,,
Boya Gangamma,Settur,2006,38,Kanukur,BOYA,,,URW,AGRICULTURE,CPI,,,F,,
Bangaru Gangireddy,Settur,2006,47,Lakshmampalli,KAPU,,,URG,AGRICULTURE,TDP,,,M,,
Santhamma,Settur,2006,21,Makodiki,,,,SCW,AGRICULTURE,INC,,,F,,
Mala Babu,Settur,2006,39,Mulakaledu,,,,SCG,AGRICULTURE,TDP,,,M,,
Matam Sreevani,Settur,2006,27,Settur,,,,BCW,AGRICULTURE,INC,,,F,,
Golla Chintakka,Settur,2006,54,Thippanapalli,GOLLA,,,URW,AGRICULTURE,TDP,,,F,,
Karanam Erriswami,Settur,2006,36,Yatakallu,LINGAYAT,,,URG,AGRICULTURE,INC,,,M,,
Kana Ramachandrareddy,Singanamala,2006,53,Akuledu,Kapu,,SSC,URG,Cultivation,INC,,,M,,
Chikkella Subbaiah,Singanamala,2006,44,Chakkarayapeta,Kuraba,,4th Class,UR(G),Gernalist,TDP,,,M,,
Kesava Reddy,Singanamala,2006,44,Kallumadi,Kapu,,SSC,URG,CultivationCultivation,TDP,,,M,,
Ramachandra,Singanamala,2006,29,Peravali,,,5th Class,SC(G),Gernalist,INC,,,M,,
Kummetha Chinna Kesavalu,Singanamala,2006,40,Rachepalli,Golla,,SSC Fail,BC(G),CultivationCultivation,INC,,,M,,
Lakshmi Devamma,Singanamala,2006,37,Salakamcheruvu,GANDLA,,Inter,UR(W),House wife,TDP,,,F,,
Pula Prasad,Singanamala,2006,27,Singanamala 1,Boya,,Inter,BC(G),Gernalist,INC,,,M,,
Narayanamma,Singanamala,2006,27,Singanamala 2,,,,SC(W),House wife,TDP,,,F,,
Pedda Gireppa,Singanamala,2006,39,Sodanapalli,,,,SC(G),Gernalist,TDP,,,M,,
T.Vijaya,Singanamala,2006,34,Tarimala,Kapu,,SSC,UR(W),CultivationHouse wife,TDP,,,F,,
Bayamma,Singanamala,2006,45,Ullikallu,Golla,,7th class,BC(W),House wife,INC,,,F,,
Lakshma Naik,Singanamala,2006,52,W.Narasapuram,SUGALI,,,ST(G),Cultivation,TDP,,,M,,
Buchaiagari Sreeramulu,Somandepalli,2006,39,Chalakuru,,,,BCG,,TDP,,,M,,
Kuruba Gowri,Somandepalli,2006,22,Challapalli,,,10TH,URW,,TDP,,,F,,
E.Venkatesulu,Somandepalli,2006,27,Kethagani Cheruvu,,,7TH,SCG,,TDP,,,M,,
Rangepalli Venkataramanappa,Somandepalli,2006,42,Magecheruvu,,,10TH,URG,,TDP,,,M,,
Kuruba Sidda Lingappa,Somandepalli,2006,39,Mandli,,,10TH,URG,,TDP,,,M,,
Chinna Thata Gari Gangappa,Somandepalli,2006,50,Naginayanai Cheruvu,,,,BCG,,TDP,,,M,,
A.Anitha,Somandepalli,2006,22,Pandiparthy,,,5TH,SCW,,TDP,,,F,,
G.C.Ratnamma,Somandepalli,2006,34,Somandepalli 1,,,5TH,BCW,,TDP,,,F,,
V.Rama Devi,Somandepalli,2006,25,Somandepalli 2,,,SSC,URW,,TDP,,,F,,
Thumukunta Venkatramudu,Somandepalli,2006,55,Somandepalli 3,,,,BCG,,TDP,,,M,,
Muddalapuram Sanjeeca Reddy,Somandepalli,2006,49,Thungodu,,,,URG,,TDP,,,M,,
Agraharam Mithramma,Tadimarri,2006,,Atmakur,,,,UR(G),,INC,,,Female,,
C.Chinna Gangaiah,Tadimarri,2006,42,C.C.Revu,,,VII CLASS,S.C(G),AGRICULTURE,INC,,,M,,
Konidala Prabhavathamma,Tadimarri,2006,65,Chilla Kondayapalli,KAMMA,,X CLASS,U.R.(G),LABOURAGRICULTURE,TDP,,,F,,
Janakamma,Tadimarri,2006,42,Dadi Thota,KAMMA,,V CLASS,U.R.(W),AGRICULTURE,INC,,,F,,
Buddolla Venkata Narayanamma,Tadimarri,2006,32,Kunukuntla,,,-,"S,C(W)",AGRICULTURE,INC,,,F,,
Madineni Lakshmi,Tadimarri,2006,43,Narsimpalli,KAMMA,,VI CLASS,U.R.(G),HOUSE WIFE,TDP,,,F,,
K.Pullamma,Tadimarri,2006,34,Pedda Kotla,KURUBA,,V CLASS,B.C (W),AGRICULTURE,INC,,,F,,
Akuleti Aswartha Naraya,Tadimarri,2006,28,Pinna Dari,KURUBA,,X CLASS,B.C (G),AGRICULTURE,TDP,,,M,,
Kuntaala Sreeramulu,Tadimarri,2006,39,Tadimarri,KURUBA,,II CLASS,B.C (G),AGRICULTURE,INC,,,M,,
D.Chinna Hajivalli,Tadipatri,2006,,Bogasamudram,,,,BC(G),,INC,,,Male,,
Harijana Lagalakshmamma,Tadipatri,2006,,Bramhanapalli,,,,SC(G),,INC,,,Female,,
Talari Obulamma,Tadipatri,2006,,Chukkaluru,,,,BC(W),,INC,,,Female,,
Obbanagari Maheswari,Tadipatri,2006,,Eruchinthala,,,,UR(G),,INC,,,Female,,
Molaka Subbalakshmamma,Tadipatri,2006,,Gangadevipalli,,,,BC(W),,INC,,,Female,,
Chadurla Sulochanamma,Tadipatri,2006,,Gannevaripalli 1,,,,UR(W),,INC,,,Female,,
Channa Lakshmirangaiah,Tadipatri,2006,,Gannevaripalli 2,,,,BC(G),,INC,,,Male,,
Jangamreddi Chinnapullareddu,Tadipatri,2006,,Obaepalli,,,,UR(G),,INC,,,Male,,
Annegowni Alivelamma,Tadipatri,2006,,Peddapalamad,,,,UR(W),,INC,,,Female,,
Dasari Chinna Obulapathi,Tadipatri,2006,,Sajjaladinne,,,,UR(G),,INC,,,Male,,
M.Krishnamma,Tadipatri,2006,,Vanganur,,,,SC(W),,INC,,,Female,,
Derangula Sivudu,Tadipatri,2006,,Venkatareddipalli,,,,BC(G),,INC,,,Male,,
Chinnarappagari Kanthamma,Tadipatri,2006,28,Chinna Polamada,KAPU,,6TH,URW,,INC,,,F,,
Sangati Pulla Reddy,Tadipatri,2006,54,Diguvapalli,KAPU,,SSLC,URG,,INC,,,M,,
Tanguturi Diwakar Reddy,Tadipatri,2006,32,Yerraguntlapalli,KAPU,,10th class,URG,,TDP,,,M,,
Eddula Narasimhulu,Talupula,2006,22,Edulakuntapalli,SC,,7TH,SCG,,INC,,,M,,
K.Tirupati,Talupula,2006,35,Gunduvaripalli,BC,,10TH,BC,,INC,,,M,,
G.Rama Devi,Talupula,2006,30,Kurli,BC,,5TH,BCW,,INC,,,F,,
Barre Laxmi Devi,Talupula,2006,39,Lakkasamudram,OC,,8th,,,TDP,,,F,,
Nangi Rajasekhar Reddy,Talupula,2006,,Nuthana Kalava,,,,UR(G),,INC,,,Male,,
Islavath Salemma,Talupula,2006,54,Obula Reddypalli,ST,,3RD CLASS,STW,,TDP,,,F,,
Gopalam Maheswar Raju,Talupula,2006,28,Odulapalli,BC,,Degree,BCG,,INC,,,F,,
Nanjuti Mallikarjuna,Talupula,2006,43,Peddannavaripalli,OC,,5TH,,,TDP,,,M,,
Eddula Gopal,Talupula,2006,42,Talupula 1,OC,,10TH,,,TDP,,,M,,
Beldari Hydarbee,Talupula,2006,44,Talupula 2,BC,,,URW,,CPI(M),,,F,,
Mekala Laxmi Narasamma,Talupula,2006,34,Udumulakurthy,OC,,5TH,URW,,TDP,,,F,,
Avula Manohar Reddy,Talupula,2006,47,Vepamanipeta,OC,,Degree,,,INC,,,M,,
Derangi Vema Narayana,Tanakal,2006,38,Bothalapalli,Vaddi,,,BCG,CULTIVATION,INC,,,M,,
T.Nararyana,Tanakal,2006,33,Cheekatimanipalli,SC,,"BA, BL",URG,CULTIVATION,TDP,,,M,,
Rachineni Ramanarasappa Naidu,Tanakal,2006,,Diguvachekkavaripalli,,,,UR(G),,TDP,,,Male,,
Gorla Kamalamma,Tanakal,2006,44,Ethodu,Kapu,,5TH,URW,,INC,,,F,,
Bhukya Jayram Naik,Tanakal,2006,49,Ganenaik Thanda,Sugali,,,STG,CULTIVATION,INC,,,M,,
Racheruvu Prameela,Tanakal,2006,,Kokkanti,,,,BC(W),,INC,,,Female,,
Dandu Manjunath,Tanakal,2006,33,Korthikota,Balija,,,URG,CULTIVATION,TDP,,,M,,
Bheemana Seenappa,Tanakal,2006,36,Kotapalli,Boya,,5TH,BCG,CULTIVATION,TDP,,,M,,
Mude Narayana Naik,Tanakal,2006,35,Mallireddypalli,,,10TH,STG,CULTIVATION,TDP,,,M,,
Marepalli Chandra Sekhar Reddy,Tanakal,2006,29,T.Sadam,KAPU,,,URG,CULTIVATION,TDP,,,M,,
Duginepalli Nagamma,Tanakal,2006,47,Tanakal 1,Madiga,,,SCW,,TDP,,,F,,
Gajula Rama Devi,Tanakal,2006,29,Tankal 2,Balija,,,URW,,TDP,,,F,,
Indla Nagalakshmamma,Tanakal,2006,31,Tankal 3,Madiga,,,,,TDP,,,F,,
Sundupalli Adinarayana,Tanakal,2006,29,Tavalam,Mala,,Intermediate,SCG,CULTIVATION,TDP,,,M,,
Undabanda Pedda Yerriswamy,Uravakonda,2006,49,Amidyala 1,BC(Boya),,5th Class,,Farmer,INC,,,M,,
Hariyana Yerramma,Uravakonda,2006,28,Amidyala 2,,,,SC(W),Farmer,INC,,,F,,
C.Rajukumar,Uravakonda,2006,41,Chinna Mustoor,SC(Madiga),,Inter,,Labour,INC,,,M,,
Boya Lakshmi Devi,Uravakonda,2006,54,Lathavaram,,,,BC(W),Farmer,INC,,,F,,
Madamanchi Vimala,Uravakonda,2006,26,Mopidi,OC(Kamma),,,,Farmer,TDP,,,F,,
Rajala Yogendra Reddy,Uravakonda,2006,22,Nerimetla,OC(Kapu),,BSC,,Farmer,INC,,,M,,
Devineni Sudhir Babu,Uravakonda,2006,33,Nimbagal,OC(Kamma),,Polytechnic,,Farmer,INC,,,M,,
D.Venkatanarasimhulu,Uravakonda,2006,,Peddakoukuntla 2,,,,BC(G),,TDP,,,Male,,
Gogwoli Sriramulu,Uravakonda,2006,28,Peddakowkuntla 1,,,Inter,BC(G),Farmer,TDP,,,M,,
Yarralammagari Srinivasulu,Uravakonda,2006,27,Raketla,,,SSC,BC(G),Farmer,INC,,,M,,
H.Ramalingappa,Uravakonda,2006,28,Shaikshanipalli,,,Inter,SC-G,Farmer,TDP,,,M,,
A.Asis,Uravakonda,2006,30,Uravakonda 1,OC(Musilm),,5th Class,,Business,TDP,,,M,,
Uppara Renuka,Uravakonda,2006,42,Uravakonda 2,BC-D(Uppara,,SSC,,Farmer,INC,,,F,,
Gundluri Vannappa,Uravakonda,2006,35,Uravakonda 3,OC(Balija),,SSC,,Farmer,INC,,,M,,
C.Maheswar,Uravakonda,2006,39,Uravakonda 4,,,Inter,BC(G),Weaving,INC,,,M,,
Kammati Ramanjeneulu,Uravakonda,2006,54,Uravakonda 5,,,SSC,BC(G),Business,INC,,,M,,
A.C.Yerriswamy,Uravakonda,2006,32,Uravakonda 6,,,Inter,SC(G),Farmer,INC,,,M,,
Anjinappa,Uravakonda,2006,42,Uravakonda 7,,,7th class,ST(G),Basket Making,INC,,,M,,
