year,electedas,name,party,ac,pc,mandal,area,ward,age,community,edu,electioncat,occupation,sex,tot,votes
1999,MLA Candidate,J.C. Raja Sekhar Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,174251.0,164.0
1999,MLA Candidate,Vennapusa Rami Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,174251.0,193.0
1999,MLA Candidate,Prabhakar Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,174251.0,215.0
1999,MLA Candidate,Maramreddy Ranganatha Reddy,PPOI,Tadipatri,Anantapur,,,,,,,,,,174251.0,437.0
1999,MLA Candidate,Lingutla Rajendra Prasad,ATDP,Tadipatri,Anantapur,,,,,,,,,,174251.0,758.0
1999,MLA Candidate,Peram Nagi Reddy,TDP,Tadipatri,Anantapur,,,,,,,,,,174251.0,47466.0
1999,MLA,J. C. Diwakar Reddy,INC,Tadipatri,Anantapur,,,,,,,,,,174251.0,51509.0
2004,MLA Candidate,V.Muraliprasad Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,194798.0,171.0
2004,MLA Candidate,M.Ramanjula Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,194798.0,187.0
2004,MLA Candidate,B.C.Ramakrishna Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,194798.0,202.0
2004,MLA Candidate,O.Chinna Obula Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,194798.0,307.0
2004,MLA Candidate,K..Sivarami Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,194798.0,330.0
2004,MLA Candidate,J.C. Prabhakar Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,194798.0,347.0
2004,MLA Candidate,P.Vasudeva Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,194798.0,351.0
2004,MLA Candidate,Y.Surya Prabhakara Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,194798.0,663.0
2004,MLA Candidate,Maramreddy Ranganatha Reddy,PPOI,Tadipatri,Anantapur,,,,,,,,,,194798.0,1906.0
2004,MLA Candidate,Kethireddy Suryaprathapa Reddy,TDP,Tadipatri,Anantapur,,,,,,,,,,194798.0,58318.0
2004,MLA Minister,J.C. Diwakar Reddy,INC,Tadipatri,Anantapur,,,,,,,,,,194798.0,66195.0
2009,MLA Candidate,Chinta Purushotam,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,202.0
2009,MLA Candidate,Tanguturi Jagannatha Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,225.0
2009,MLA Candidate,Golla Subramanyam,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,274.0
2009,MLA Candidate,K Pulikonda,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,440.0
2009,MLA Candidate,J.C. Prabhakar ,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,471.0
2009,MLA Candidate,Pyla Rayudu,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,500.0
2009,MLA Candidate,P Prathap Yadav,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,502.0
2009,MLA Candidate,Bhanu Praksh Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,537.0
2009,MLA Candidate,Ogety Sree Devi,LSP,Tadipatri,Anantapur,,,,,,,,,,202829.0,922.0
2009,MLA Candidate,R Venkata Ramana,IND,Tadipatri,Anantapur,,,,,,,,,,202829.0,1204.0
2009,MLA Candidate,P V Prathap Reddy,BJP,Tadipatri,Anantapur,,,,,,,,,,202829.0,1641.0
2009,MLA Candidate,C Kesava Reddy,BSP,Tadipatri,Anantapur,,,,,,,,,,202829.0,3855.0
2009,MLA Candidate,Pyla Narasimhaiah,PRAP,Tadipatri,Anantapur,,,,,,,,,,202829.0,19718.0
2009,MLA Candidate,Peram Nagi Reddy,TDP,Tadipatri,Anantapur,,,,,,,,,,202829.0,56403.0
2009,MLA,J. C. Diwakar Reddy,INC,Tadipatri,Anantapur,,,,,,,,,,202829.0,63358.0
2014,MLA Candidate,K.Narasimha Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,451302.0,133.0
2014,MLA Candidate,M.Lali Bhaskar Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,451302.0,238.0
2014,MLA Candidate,G.Chandra Sekhar,IND,Tadipatri,Anantapur,,,,,,,,,,451302.0,241.0
2014,MLA Candidate,Bandi Sunil Kumar,IND,Tadipatri,Anantapur,,,,,,,,,,451302.0,289.0
2014,MLA Candidate,Vignesh. R,IND,Tadipatri,Anantapur,,,,,,,,,,451302.0,495.0
2014,MLA Candidate,P.Gopal Reddy,IND,Tadipatri,Anantapur,,,,,,,,,,451302.0,615.0
2014,MLA Candidate,P. Neelakanta Achari,BSP,Tadipatri,Anantapur,,,,,,,,,,451302.0,929.0
2014,MLA Candidate,Nota,NOTA,Tadipatri,Anantapur,,,,,,,,,,451302.0,1213.0
2014,MLA Candidate,"Cherukuri Venkataramana,",JASPA,Tadipatri,Anantapur,,,,,,,,,,451302.0,1374.0
2014,MLA Candidate,Ambati Viswantha Reddy,INC,Tadipatri,Anantapur,,,,,,,,,,451302.0,1411.0
2014,MLA Candidate,T.Kuladeep Chowdary,STR,Tadipatri,Anantapur,,,,,,,,,,451302.0,1688.0
2014,MLA Candidate,V.R.Rami Reddy,YSRCP,Tadipatri,Anantapur,,,,,,,,,,451302.0,74568.0
2014,MLA,J.C. Prabhakar Reddy,TDP,Tadipatri,Anantapur,,,,,,,,,,451302.0,96740.0
1978,MLA Candidate,S. Khaja Hussain,IND,Guntakal,Anantapur,,,,,,,,,,85924.0,447.0
1978,MLA Candidate,Veera Reddy Z.,CPI,Guntakal,Anantapur,,,,,,,,,,85924.0,11595.0
1978,MLA Candidate,Jaffar Sab,JNP,Guntakal,Anantapur,,,,,,,,,,85924.0,18944.0
1978,MLA,K. Venkataramaiah,INC(I),Guntakal,Anantapur,,,,,,,,,,85924.0,24185.0
1983,MLA Candidate,Nagappa K.,IND,Guntakal,Anantapur,,,,,,,,,,99595.0,370.0
1983,MLA Candidate,Shaik G. C. Hussain Peeran,IND,Guntakal,Anantapur,,,,,,,,,,99595.0,991.0
1983,MLA Candidate,V. K. Adinarayana Reddy,CPI,Guntakal,Anantapur,,,,,,,,,,99595.0,5418.0
1983,MLA Candidate,K. Venkataramaiah,INC,Guntakal,Anantapur,,,,,,,,,,99595.0,13806.0
1983,MLA,Pathi Rajagopalu,IND,Guntakal,Anantapur,,,,,,,,,,99595.0,40358.0
1985,MLA Candidate,Mohammed Usman,IND,Guntakal,Anantapur,,,,,,,,,,105476.0,103.0
1985,MLA Candidate,Mallikarjuna,IND,Guntakal,Anantapur,,,,,,,,,,105476.0,171.0
1985,MLA Candidate,B. Lakshmireddy,IND,Guntakal,Anantapur,,,,,,,,,,105476.0,309.0
1985,MLA Candidate,Jagadeesh,INC,Guntakal,Anantapur,,,,,,,,,,105476.0,27623.0
1985,MLA,Gadi Lingappa,TDP,Guntakal,Anantapur,,,,,,,,,,105476.0,35090.0
1989,MLA Candidate,G. Damodar,IND,Guntakal,Anantapur,,,,,,,,,,128468.0,724.0
1989,MLA Candidate,Sainath Gowd,TDP,Guntakal,Anantapur,,,,,,,,,,128468.0,40171.0
1989,MLA,Arikera Jagadeesh,INC,Guntakal,Anantapur,,,,,,,,,,128468.0,41784.0
1994,MLA Candidate,P.S. Nizamuddin,IND,Guntakal,Anantapur,,,,,,,,,,138192.0,28.0
1994,MLA Candidate,Hanumanthu,IND,Guntakal,Anantapur,,,,,,,,,,138192.0,64.0
1994,MLA Candidate,Chinnakalappa,IND,Guntakal,Anantapur,,,,,,,,,,138192.0,72.0
1994,MLA Candidate,S. Fakruddin,IND,Guntakal,Anantapur,,,,,,,,,,138192.0,78.0
1994,MLA Candidate,Sirisala Vijayakumar,IND,Guntakal,Anantapur,,,,,,,,,,138192.0,110.0
1994,MLA Candidate,Abdul Rajak Mia,BSP,Guntakal,Anantapur,,,,,,,,,,138192.0,231.0
1994,MLA Candidate,Illuru Shankaraiah Gupta,IND,Guntakal,Anantapur,,,,,,,,,,138192.0,246.0
1994,MLA Candidate,D. Ravindranath Reddy,BJP,Guntakal,Anantapur,,,,,,,,,,138192.0,1635.0
1994,MLA Candidate,Arikera Jagadeesh,INC,Guntakal,Anantapur,,,,,,,,,,138192.0,15391.0
1994,MLA Candidate,Sainath Gowd,IND,Guntakal,Anantapur,,,,,,,,,,138192.0,30447.0
1994,MLA,Gadi Lingappa,TDP,Guntakal,Anantapur,,,,,,,,,,138192.0,41275.0
1999,MLA Candidate,B. Sanjappa,IND,Guntakal,Anantapur,,,,,,,,,,159964.0,35.0
1999,MLA Candidate,B. Ramanjaneyulu,IND,Guntakal,Anantapur,,,,,,,,,,159964.0,42.0
1999,MLA Candidate,Mallela Laxmanna,IND,Guntakal,Anantapur,,,,,,,,,,159964.0,112.0
1999,MLA Candidate,Besta Narayanaswamy,NTRTDP(LP),Guntakal,Anantapur,,,,,,,,,,159964.0,130.0
1999,MLA Candidate,M. Venkoji Rao,PPOI,Guntakal,Anantapur,,,,,,,,,,159964.0,286.0
1999,MLA Candidate,D. Jagadeesh,CPI,Guntakal,Anantapur,,,,,,,,,,159964.0,6048.0
1999,MLA Candidate,Gadi Lingappa,INC,Guntakal,Anantapur,,,,,,,,,,159964.0,24946.0
1999,MLA,R. Sainath Gowd,TDP,Guntakal,Anantapur,,,,,,,,,,159964.0,59410.0
2004,MLA Candidate,M. Feroz Alikhan,IND,Guntakal,Anantapur,,,,,,,,,,155852.0,291.0
2004,MLA Candidate,Thammineni Chowdary Naidu,IND,Guntakal,Anantapur,,,,,,,,,,155852.0,311.0
2004,MLA Candidate,Thammineni Konaiah,IND,Guntakal,Anantapur,,,,,,,,,,155852.0,730.0
2004,MLA Candidate,B. Venkoba Rao,IND,Guntakal,Anantapur,,,,,,,,,,155852.0,782.0
2004,MLA Candidate,K.C. Narayana,TDP,Guntakal,Anantapur,,,,,,,,,,155852.0,44183.0
2004,MLA,Neelavathi. N,INC,Guntakal,Anantapur,,,,,,,,,,155852.0,52895.0
2019,MLA,Anantha Venkatarami Reddy,YSRCP,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,88704.0
2019,MLA Candidate,V. Prabhakar Chowdary,TDP,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,60006.0
2019,MLA Candidate,T. C. Varun,JSP,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,10920.0
2019,MLA Candidate,G. Nagaraju,INC,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,1599.0
2019,MLA Candidate,Amarnath Jangati,BJP,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,1436.0
2019,MLA Candidate,Nota,NOTA,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,1312.0
2019,MLA Candidate,Rahamthulla,IUML,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,445.0
2019,MLA Candidate,Yelamanjula Rajesh,IND,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,179.0
2019,MLA Candidate,G. Balaji Viswanath,IND,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,144.0
2019,MLA Candidate,P. Venkata Babu Naidu,IND,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,127.0
2019,MLA Candidate,D. Raghavendra,SUCI,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,111.0
2019,MLA Candidate,Kattam Karthik,IND,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,94.0
2019,MLA Candidate,Sivaiah,NSP,Anantapur Urban,Anantapur,,,,,,,,,,165141.0,64.0
2019,MLA,K.V. Usha Sricharan,YSRCP,Kalyandurg,Anantapur,,,,,,,,,,190841.0,88051.0
2019,MLA Candidate,Umamaheswara Naidu Madineni,TDP,Kalyandurg,Anantapur,,,,,,,,,,190841.0,68155.0
2019,MLA Candidate,Neelakantapuram Raghuveera Reddy,INC,Kalyandurg,Anantapur,,,,,,,,,,190841.0,28883.0
2019,MLA Candidate,Rahul Karanam,JSP,Kalyandurg,Anantapur,,,,,,,,,,190841.0,1554.0
2019,MLA Candidate,Nota,NOTA,Kalyandurg,Anantapur,,,,,,,,,,190841.0,1515.0
2019,MLA Candidate,Muppuri Devaraj,BJP,Kalyandurg,Anantapur,,,,,,,,,,190841.0,794.0
2019,MLA Candidate,Sreerangarajula Gopinath Rayal,IND,Kalyandurg,Anantapur,,,,,,,,,,190841.0,495.0
2019,MLA Candidate,Mannila Kishor,IND,Kalyandurg,Anantapur,,,,,,,,,,190841.0,276.0
2019,MLA Candidate,Y. Usharani,PSHP,Kalyandurg,Anantapur,,,,,,,,,,190841.0,212.0
2019,MLA Candidate,V. Adeppa,IND,Kalyandurg,Anantapur,,,,,,,,,,190841.0,173.0
2019,MLA Candidate,Balaram Naik.N,IND,Kalyandurg,Anantapur,,,,,,,,,,190841.0,169.0
2019,MLA Candidate,Goparam Govindarajulu,IND,Kalyandurg,Anantapur,,,,,,,,,,190841.0,169.0
2019,MLA Candidate,M. Ramesh,VCK,Kalyandurg,Anantapur,,,,,,,,,,190841.0,129.0
2019,MLA Candidate,Gonimanathota Pedda Obalesu,IND,Kalyandurg,Anantapur,,,,,,,,,,190841.0,97.0
2019,MLA Candidate,C. Sreenivasulu,IND,Kalyandurg,Anantapur,,,,,,,,,,190841.0,87.0
2019,MLA Candidate,Shaik Pakruddin,PPOI,Kalyandurg,Anantapur,,,,,,,,,,190841.0,82.0
2019,MLA,Jonnalagadda Padmavathy,YSRCP,Singanamala,Anantapur,,,,,,,,,,197466.0,118044.0
2019,MLA Candidate,Bandaru Sravani Sree,TDP,Singanamala,Anantapur,,,,,,,,,,197466.0,71802.0
2019,MLA Candidate,Nota,NOTA,Singanamala,Anantapur,,,,,,,,,,197466.0,2340.0
2019,MLA Candidate,Dr. Sake. Sailajanath,INC,Singanamala,Anantapur,,,,,,,,,,197466.0,1384.0
2019,MLA Candidate,Midde Ravindra Babu,BSP,Singanamala,Anantapur,,,,,,,,,,197466.0,1358.0
2019,MLA Candidate,Challa. Chinna Venkatesu,BJP,Singanamala,Anantapur,,,,,,,,,,197466.0,1046.0
2019,MLA Candidate,Kodamala Obulesu,IND,Singanamala,Anantapur,,,,,,,,,,197466.0,739.0
2019,MLA Candidate,M. Obulapathi,IND,Singanamala,Anantapur,,,,,,,,,,197466.0,492.0
2019,MLA Candidate,M.Surendra,PPOI,Singanamala,Anantapur,,,,,,,,,,197466.0,141.0
2019,MLA Candidate,Adinarayana. S,IND,Singanamala,Anantapur,,,,,,,,,,197466.0,120.0
2019,MLA,K. Pedda Reddy,YSRCP,Tadipatri,Anantapur,,,,,,,,,,187874.0,92911.0
2019,MLA Candidate,J.C. Ashmit Reddy,TDP,Tadipatri,Anantapur,,,,,,,,,,187874.0,85400.0
2019,MLA Candidate,Kadiri.Sreekanth Reddy,JSP,Tadipatri,Anantapur,,,,,,,,,,187874.0,2642.0
2019,MLA Candidate,Nota,NOTA,Tadipatri,Anantapur,,,,,,,,,,187874.0,2063.0
2019,MLA Candidate,Gujjala Nagi Reddy,INC,Tadipatri,Anantapur,,,,,,,,,,187874.0,1881.0
2019,MLA Candidate,Jangamreddy.Ankal Reddy,BJP,Tadipatri,Anantapur,,,,,,,,,,187874.0,1619.0
2019,MLA Candidate,Bingi Prasad,IND,Tadipatri,Anantapur,,,,,,,,,,187874.0,433.0
2019,MLA Candidate,Ramineni Ramamohan,IND,Tadipatri,Anantapur,,,,,,,,,,187874.0,291.0
2019,MLA Candidate,B. Jagadeeswara Reddy,AIFB,Tadipatri,Anantapur,,,,,,,,,,187874.0,243.0
2019,MLA Candidate,Mamilla. Narayana Swamy.,IND,Tadipatri,Anantapur,,,,,,,,,,187874.0,229.0
2019,MLA Candidate,Paluru. Neelakanta. Achari,IND,Tadipatri,Anantapur,,,,,,,,,,187874.0,162.0
2019,MLA,Y.Venkatarama Reddy,YSRCP,Guntakal,Anantapur,,,,,,,,,,191057.0,106922.0
2019,MLA Candidate,R.Jitendra Gowd,TDP,Guntakal,Anantapur,,,,,,,,,,191057.0,58390.0
2019,MLA Candidate,Kotrike Madhusudan,JSP,Guntakal,Anantapur,,,,,,,,,,191057.0,19878.0
2019,MLA Candidate,K. Prabhakar,INC,Guntakal,Anantapur,,,,,,,,,,191057.0,2090.0
2019,MLA Candidate,Nota,NOTA,Guntakal,Anantapur,,,,,,,,,,191057.0,1547.0
2019,MLA Candidate,Pasupula Hari Haranath,BJP,Guntakal,Anantapur,,,,,,,,,,191057.0,1163.0
2019,MLA Candidate,M. Ramanjaneyulu,IND,Guntakal,Anantapur,,,,,,,,,,191057.0,249.0
2019,MLA Candidate,Thanniru Sreenivasulu,IND,Guntakal,Anantapur,,,,,,,,,,191057.0,186.0
2019,MLA Candidate,S.Rammohan,IND,Guntakal,Anantapur,,,,,,,,,,191057.0,184.0
2019,MLA Candidate,Gopa Hemalatha,PPOI,Guntakal,Anantapur,,,,,,,,,,191057.0,176.0
2019,MLA Candidate,P.Venkatesh,JSRP,Guntakal,Anantapur,,,,,,,,,,191057.0,96.0
2019,MLA Candidate,Kallamadi Satya Sudarsana Gupta,IND,Guntakal,Anantapur,,,,,,,,,,191057.0,88.0
2019,MLA Candidate,Akula Murali Krishna,IND,Guntakal,Anantapur,,,,,,,,,,191057.0,88.0
2019,MLA,Payyavula Keshav,TDP,Uravakonda,Anantapur,,,,,,,,,,186756.0,90209.0
2019,MLA Candidate,Y. Visweswara Reddy,YSRCP,Uravakonda,Anantapur,,,,,,,,,,186756.0,88077.0
2019,MLA Candidate,Podapati. Rama Naidu,INC,Uravakonda,Anantapur,,,,,,,,,,186756.0,2394.0
2019,MLA Candidate,Nota,NOTA,Uravakonda,Anantapur,,,,,,,,,,186756.0,1517.0
2019,MLA Candidate,Sake Ravikumar,JSP,Uravakonda,Anantapur,,,,,,,,,,186756.0,1323.0
2019,MLA Candidate,Kotha Sreenivasulu,BJP,Uravakonda,Anantapur,,,,,,,,,,186756.0,757.0
2019,MLA Candidate,D. Radha,IND,Uravakonda,Anantapur,,,,,,,,,,186756.0,651.0
2019,MLA Candidate,S. Venkateswara,IND,Uravakonda,Anantapur,,,,,,,,,,186756.0,419.0
2019,MLA Candidate,D. Shivakumar,PPOI,Uravakonda,Anantapur,,,,,,,,,,186756.0,385.0
2019,MLA Candidate,M. Visweswaraiah,IND,Uravakonda,Anantapur,,,,,,,,,,186756.0,252.0
2019,MLA Candidate,V. Kesava Narayana,IND,Uravakonda,Anantapur,,,,,,,,,,186756.0,211.0
2019,MLA Candidate,Viswanatha Reddy.K,PSHP,Uravakonda,Anantapur,,,,,,,,,,186756.0,184.0
2019,MLA Candidate,B. Rajesh,IND,Uravakonda,Anantapur,,,,,,,,,,186756.0,106.0
2019,MLA Candidate,Molak. Balaramanjineyulu,IND,Uravakonda,Anantapur,,,,,,,,,,186756.0,102.0
2019,MLA Candidate,Kuruba Laleppa,IND,Uravakonda,Anantapur,,,,,,,,,,186756.0,91.0
2019,MLA Candidate,Kummathi Hanumantha Reddy,IND,Uravakonda,Anantapur,,,,,,,,,,186756.0,78.0
2019,MLA,Kapu Ramachandra Reddy,YSRCP,Rayadurg,Anantapur,,,,,,,,,,216112.0,109043.0
2019,MLA Candidate,Kalava Srinivasulu,TDP,Rayadurg,Anantapur,,,,,,,,,,216112.0,94994.0
2019,MLA Candidate,Nota,NOTA,Rayadurg,Anantapur,,,,,,,,,,216112.0,3883.0
2019,MLA Candidate,Manjunath Gowd,JSP,Rayadurg,Anantapur,,,,,,,,,,216112.0,2445.0
2019,MLA Candidate,M.B.Chinnappayya,INC,Rayadurg,Anantapur,,,,,,,,,,216112.0,2338.0
2019,MLA Candidate,S.Raghavendra,IND,Rayadurg,Anantapur,,,,,,,,,,216112.0,972.0
2019,MLA Candidate,J.Vasundara,BJP,Rayadurg,Anantapur,,,,,,,,,,216112.0,824.0
2019,MLA Candidate,C.Srinivasulu,IND,Rayadurg,Anantapur,,,,,,,,,,216112.0,582.0
2019,MLA Candidate,Ramchandrareddy.U,IND,Rayadurg,Anantapur,,,,,,,,,,216112.0,383.0
2019,MLA Candidate,Yadav Sreenivasulu,IND,Rayadurg,Anantapur,,,,,,,,,,216112.0,331.0
2019,MLA Candidate,Kavali Sreenivasulu,IND,Rayadurg,Anantapur,,,,,,,,,,216112.0,162.0
2019,MLA Candidate,M.Srinivasulu,PPOI,Rayadurg,Anantapur,,,,,,,,,,216112.0,155.0
2019,MP,Talari Rangaiah,YSRCP,,Anantapur,,,,,,,,,,1342306.0,695208.0
2019,MP Candidate,J.C. Pavan Reddy,TDP,,Anantapur,,,,,,,,,,1342306.0,553780.0
2019,MP Candidate,K. Rajiv Reddy,INC,,Anantapur,,,,,,,,,,1342306.0,30079.0
2019,MP Candidate,D. Jagadeesh,CPI,,Anantapur,,,,,,,,,,1342306.0,20294.0
2019,MP Candidate,Nota,NOTA,,Anantapur,,,,,,,,,,1342306.0,16466.0
2019,MP Candidate,Hamsa Devineni,BJP,,Anantapur,,,,,,,,,,1342306.0,7604.0
2019,MP Candidate,S.V.P. Yadav,IND,,Anantapur,,,,,,,,,,1342306.0,4398.0
2019,MP Candidate,P. Rangaiah,IND,,Anantapur,,,,,,,,,,1342306.0,3588.0
2019,MP Candidate,Somanath Deshmukh,IND,,Anantapur,,,,,,,,,,1342306.0,3237.0
2019,MP Candidate,Vadde Kasinath,IND,,Anantapur,,,,,,,,,,1342306.0,2066.0
2019,MP Candidate,L. Rangaiah,IND,,Anantapur,,,,,,,,,,1342306.0,1691.0
2019,MP Candidate,P. Radha Krishna,RDP,,Anantapur,,,,,,,,,,1342306.0,1220.0
2019,MP Candidate,M. Venkatesulu,PPOI,,Anantapur,,,,,,,,,,1342306.0,1048.0
2019,MP Candidate,G. Lalitha,SUCI,,Anantapur,,,,,,,,,,1342306.0,899.0
2019,MP Candidate,Gadidama Ranganayakulu,VJP,,Anantapur,,,,,,,,,,1342306.0,728.0
2001,ZPTC,Lakshminarayanamma,TDP,,Anantapur,Ananthapuramu Rural,,,,,,UR(W),,,,
2001,ZPTC,Karamthota Govindu,INC,,Anantapur,Atmakur,,,,,,ST,,,,
2001,ZPTC,Kuruba Lingaiah,TDP,,Anantapur,Garladinne,,,,,,BC,,,,
2001,ZPTC,P Sarada,TDP,,Anantapur,Narpala,,,,,,SC(W),,,,
2001,ZPTC,P Narasimhaiah,TDP,,Anantapur,Tadipatri,,,,,,UR,,,,
2001,ZPTC,A Narayana,TDP,,Anantapur,Peddapappur,,,,,,SC,,,,
2001,ZPTC,Bogathi Balagangamma,INC,,Anantapur,Yellanur,,,,,,UR(W),,,,
2001,ZPTC,Naraboina Praveen Kumar,INC,,Anantapur,Gooty,,,,,,BC,,,,
2001,ZPTC,Rangappa Chowdary,TDP,,Anantapur,Guntakal,,,,,,UR,,,,
2001,ZPTC,D Khajabi,INC,,Anantapur,Vajrakarur,,,,,,UR(W),,,,
2001,ZPTC,Regati Lakshmanna,TDP,,Anantapur,Uravakonda,,,,,,BC,,,,
2001,ZPTC,N Chiranjeevulu,TDP,,Anantapur,Peddavadugur,,,,,,SC,,,,
2001,ZPTC,B Ramalakshmamma,TDP,,Anantapur,Beluguppa,,,,,,BC(W),,,,
2001,ZPTC,Pujari Mahadevi,INC,,Anantapur,Kalyandurg,,,,,,UR(W),,,,
2001,ZPTC,Govindamma,INC,,Anantapur,Rayadurg,,,,,,SC(W),,,,
2001,ZPTC,Patil Veeranna Gowd,TDP,,Anantapur,Vidapanakal,,,,,,UR,,,,
2001,ZPTC,S Nagarathna,CPI,,Anantapur,Settur,,,,,,BC(W),,,,
2001,ZPTC,G Ramanjaneyulu,INC,,Anantapur,Kambadur,,,,,,BC,,,,
2001,ZPTC,Ingala Gidda Reddy,INC,,Anantapur,Bramhasamudram,,,,,,UR,,,,
2001,ZPTC,Mallikarjuna,TDP,,Anantapur,Bommanahal,,,,,,BC,,,,
2001,ZPTC,Anjaneyulu,TDP,,Anantapur,Kanekal,,,,,,BC,,,,
2001,ZPTC,Thippamma,INC,,Anantapur,Gummagatta,,,,,,BC(W),,,,
2001,ZPTC,Anumatharayudu,TDP,,Anantapur,D.Hirehal,,,,,,BC,,,,
2001,ZPTC,P G Veeranna,INC,,Anantapur,Kundurpi,,,,,,BC,,,,
2001,ZPTC,Manikinda Veeranjaneyulu,INC,,Anantapur,Pamidi,,,,,,BC,,,,
2001,ZPTC,K.C. Narayana,INC,,Anantapur,Putlur,,,,,,SC,,,,
2001,ZPTC,Gutta Venkatanaidu,INC,,Anantapur,Yadiki,,,,,,UR,,,,
2001,ZPTC,Talari Kondanna,INC,,Anantapur,B.K.Samudram,,,,,,BC,,,,
2001,ZPTC,Nagapuram Pullamma,BJP,,Anantapur,Singanamala,,,,,,BC(W),,,,
2001,ZPTC,Kondapalli Madanna,INC,,Anantapur,Kudair,,,,,,BC,,,,
2006,ZPTC,A.Gangadhara Reddy,TDP,,Anantapur,Ananthapuramu Rural,,,41.0,Kapu,B.Com,UR,,M,,
2006,ZPTC,B.Madhusudhana,INC,,Anantapur,Atmakur,,,35.0,Boya,Intermediate,BC,,M,,
2006,ZPTC,G.Sreekanth Reddy,TDP,,Anantapur,B.K.Samudram,,,31.0,Kapu,Degree,UR,,M,,
2006,ZPTC,J.Padmavathi,TDP,,Anantapur,Garladinne,,,31.0,Madiga,4th Class,SC(W),,F,,
2006,ZPTC,B. Kamalakshamma,TDP,,Anantapur,Gooty,,,59.0,Mala,SSLC,SC(W),,F,,
2006,ZPTC,K.Kalavathi,TDP,,Anantapur,Guntakal,,,29.0,OC,5th Class,UR(W),,F,,
2006,ZPTC,U.Nagasbhushanam,TDP,,Anantapur,Kudair,,,49.0,Mala,5th Class,SC,,M,,
2006,ZPTC,A.Jayasimha,INC,,Anantapur,Narpala,,,31.0,OC,Intermediate,UR,,M,,
2006,ZPTC,D.Lakshmikanthamma,TDP,,Anantapur,Pamidi,,,47.0,Thogata (BC),BA,UR,,F,,
2006,ZPTC,D.Nagasubbarayudu,INC,,Anantapur,Peddapappur,,,27.0,Vadde,6th Class,BC,,M,,
2006,ZPTC,V.Harikrishna,INC,,Anantapur,Peddavadugur,,,30.0,Golla,10th Class,BC,,M,,
2006,ZPTC,E.Bharathi,INC,,Anantapur,Putlur,,,35.0,Kapu,Intermediate,UR(W),,F,,
2006,ZPTC,T.Sarathchandra Reddy,TDP,,Anantapur,Singanamala,,,49.0,Kapu,M.Com,UR,,M,,
2006,ZPTC,Y.Umadevi,INC,,Anantapur,Tadipatri,,,33.0,Kapu,10th Class,UR(W),,F,,
2006,ZPTC,Gurram Sudhakar,INC,,Anantapur,Uravakonda,,,46.0,Kamma,B.Com,UR,,M,,
2006,ZPTC,SK.Tulasidas Naik,INC,,Anantapur,Vajrakarur,,,40.0,Sugali,Intermediate,ST,,M,,
2006,ZPTC,K.Erramma,INC,,Anantapur,Vidapanakal,,,39.0,Boya,8th Class,BC(W),,F,,
2006,ZPTC,A.Rajeswari,INC,,Anantapur,Yadiki,,,26.0,Kapu,B.Sc,UR(W),,F,,
2006,ZPTC,Bala Polerappa,INC,,Anantapur,Yellanur,,,30.0,Madiga,10th Class,SC,,M,,
2006,ZPTC,Parvathaiah,TDP,,Anantapur,Beluguppa,,,37.0,Madiga,10th Class,SC,,M,,
2006,ZPTC,P.Nalla Reddy,INC,,Anantapur,Bommanahal,,,60.0,Kapu,PUC,UR,,M,,
2006,ZPTC,HB.Gangappa,TDP,,Anantapur,Bramhasamudram,,,44.0,Magida,7th Class,SC,,M,,
2006,ZPTC,Sreeram Jyothi,INC,,Anantapur,D.Hirehal,,,30.0,Padmasali,SSC,UR(W),,F,,
2006,ZPTC,Harijana Vannurappa,TDP,,Anantapur,Gummagatta,,,34.0,Madiga,SSC,SC,,M,,
