name,mandal,year,age,area,community,cooptmember,edu,electioncat,occupation,party,pparty,president,sex,vp,vpparty
Mudiyam Muthyala Reddy,Peddavadugur,2014,,Gooty Anantapuramu,,,,UR,,YSRCP,,,M?,,
R. Bhargavi,Peddavadugur,2014,,Kristipadu 2,,,,UR(W),,YSRCP,,,F,,
G. Ramadevi,Peddavadugur,2014,,Kristipadu 3,,,,SC(W),,YSRCP,,,F,,
A. Varalakshmi,Peddavadugur,2014,,Lakshumpalli,,,,BC(W),,YSRCP,,,F,,
G. Prabhavathi,Peddavadugur,2014,,Medimakulapalli,,,,UR(W),,YSRCP,,,F,,
E. Eramma,Peddavadugur,2014,,Peddavadugur 1,,,,BC(W),,YSRCP,,,F,,
Talari Lakshminarayana,Peddavadugur,2014,,Peddavadugur 2,,,,BC,,TDP,,,M?,,
K. Leelavathi,Peddavadugur,2014,,Penakalapadu,,,,UR,,TDP,,,M?,,
Y. Nageswaramma,Peddavadugur,2014,,Ravuludiki,,,,UR(W),,YSRCP,,,F,,
K.Devamma,Peddavadugur,2014,,Virupapuram,,,,UR(W),,TDP,,,F,,
J.Ramamohan Reddy,Penukonda,2014,,Duddebanda,,,,UR,,YSRCP,,,M?,,
G.Yashodamma,Penukonda,2014,,Guttur,,,,UR(W),,TDP,,,F,,
B.Anitha,Penukonda,2014,,Konapuram,,,,UR(W),,YSRCP,,,F,,
H.Naagamma,Penukonda,2014,,Kurubavandlapalli,,,,SC(W),,TDP,,,F,,
M.Jayamma,Penukonda,2014,,Mavatur,,,,UR(W),,TDP,,,F,,
V.Nagappa,Penukonda,2014,,Munimadugu,,,,SC,,YSRCP,,,M?,,
P.Hanumantha Reddy,Penukonda,2014,,Nagalur,,,,UR,,TDP,,,M?,,
G.Ajai Kumar Reddy,Penukonda,2014,,Penukonda 1,,,,UR,,YSRCP,,,M?,,
D.M.D. Umar Farooq,Penukonda,2014,,Penukonda 2,,,,BC,,YSRCP,,,M?,,
A.Rahamthulla,Penukonda,2014,,Penukonda 3,,,,BC,,YSRCP,,,M?,,
P.Shahanaz,Penukonda,2014,,Penukonda 4,,,,UR,,YSRCP,,,M?,,
G.Murali Mohan,Penukonda,2014,,Penukonda 5,,,,UR,,YSRCP,,,M?,,
M.Ramanamma,Penukonda,2014,,Penukonda 6,,,,BC,,TDP,,,M?,,
Ramanjinamma,Penukonda,2014,,Rampuram,,,,ST(W),,TDP,,,F,,
D.Ciddaiah,Penukonda,2014,,Settipalli,,,,UR,,TDP,,,M?,,
B.Joythi Jagannath,Penukonda,2014,,Venkatareddypalli,,,,UR(W),,TDP,,,F,,
Yallamma,Putlur,2014,,Arakatavemula,,,,SC(W),,TDP,,,F,,
Gangadevipalli Munemma,Putlur,2014,,Doseledu,,,,BC(W),,TDP,,,F,,
Motati Jayasree,Putlur,2014,,Kadavakallu,,,,UR(W),,TDP,,,F,,
Chavva Polirerddy,Putlur,2014,,Komatikunla,,,,UR,,YSRCP,,,M?,,
V.Nadipiramanjaneyulu,Putlur,2014,,Kummanamala,,,,SC,,YSRCP,,,M?,,
Yarragolla Eswaramma,Putlur,2014,,Maddipalli,,,,BC(W),,YSRCP,,,F,,
Bhumireddy Sunitha,Putlur,2014,,Putlur,,,,UR,,YSRCP,,,M?,,
Kummetha Sujatha,Putlur,2014,,S.Vengannapalli,,,,UR,,TDP,,,M?,,
Bhajantri Subbarayudu,Putlur,2014,,Sanagalguduru,,,,BC,,IND,,,M?,,
Madineni Anuradha,Putlur,2014,,Surepalli,,,,UR(W),,TDP,,,F,,
Pidapa Swrswathi,Putlur,2014,,Yellutla,,,,UR(W),,YSRCP,,,F,,
Y.Kalpana,Puttaparthi,2014,,Amagondapalem,,,,UR(W),,TDP,,,F,,
M.Suseela,Puttaparthi,2014,,Cherlopalli,,,,ST(W),,YSRCP,,,F,,
A.Kamalamma,Puttaparthi,2014,,Jagarajupalli,,,,UR,,TDP,,,M?,,
H.Lakshmi Devi,Puttaparthi,2014,,Nidimamidi,,,,SC(W),,TDP,,,F,,
A.Usha Rani,Puttaparthi,2014,,Pedapalli 1,,,,UR(W),,YSRCP,,,F,,
M.Bommaiah,Puttaparthi,2014,,Pedapalli 2,,,,BC,,TDP,,,M?,,
Namburi Rangappa,Puttaparthi,2014,,Rachuvaripalli,,,,UR,,TDP,,,M?,,
R.Ramadevi,Puttaparthi,2014,,Vengalammacheruvu,,,,UR,,TDP,,,M?,,
Anjaneyulu,Ramagiri,2014,,Ganthimarri,,,,UR,,TDP,,,M?,,
Baavakka,Ramagiri,2014,,Kondapuramu,,,,SC(W),,YSRCP,,,F,,
Mallela Vani,Ramagiri,2014,,Kuntimaddi,,,,BC(W),,YSRCP,,,F,,
Golla Ramanjanamma,Ramagiri,2014,,M.C.Palli,,,,BC(W),,TDP,,,F,,
Ramanjaneyulu,Ramagiri,2014,,Madapuramu,,,,BC,,TDP,,,M?,,
Kuraba Naga Ratnamma,Ramagiri,2014,,Nasanakota,,,,UR(W),,TDP,,,F,,
B.G.Anjaneyulu,Ramagiri,2014,,Peruru 1,,,,UR,,TDP,,,M?,,
S.Syamala,Ramagiri,2014,,Peruru 2,,,,UR(W),,TDP,,,F,,
M.Nagaraju,Ramagiri,2014,,Polepalli,,,,SC,,TDP,,,M?,,
Parandhama,Ramagiri,2014,,Ramagiri,,,,BC,,TDP,,,M?,,
Vanam Naganjinamma,Rapthadu,2014,,Bommeparthy,,,,BC(W),,YSRCP,,,F,,
S.Sainatha Naidu,Rapthadu,2014,,Gondireddypalli,,,,UR,,TDP,,,M?,,
Y.Anjineyulu,Rapthadu,2014,,Hampapuram,,,,SC,,TDP,,,M?,,
D.V.Prasad,Rapthadu,2014,,M.Bandameedapalli,,,,UR,,TDP,,,M?,,
Kapadam Naganna,Rapthadu,2014,,M.Cherlopalli,,,,UR,,YSRCP,,,M?,,
G.Lakshmidevi,Rapthadu,2014,,Marur,,,,UR(W),,TDP,,,F,,
Bandi Ramankathamma,Rapthadu,2014,,Palacherla,,,,BC(W),,YSRCP,,,F,,
Velpula Lakshmi,Rapthadu,2014,,Prasannayapalli 1,,,,UR(W),,YSRCP,,,F,,
Bhumireddy Radha,Rapthadu,2014,,Prasannayapalli 2,,,,UR(W),,YSRCP,,,F,,
G.Parandhama,Rapthadu,2014,,Rapthadu,,,,BC,,TDP,,,M?,,
M.Kullayamma,Rapthadu,2014,,Yerragunta,,,,SC(W),,TDP,,,F,,
Kummari Purushotham,Rayadurg,2014,,Udegolam,,,,UR,,TDP,,,M?,,
H.Eswaramma,Rayadurg,2014,,Avuladatla,,,,SC,,YSRCP,,,M?,,
G.Ramanjineyulu,Rayadurg,2014,,Baginayanakahalli,,,,BC,,TDP,,,M?,,
Konthanapalli Yerramma,Rayadurg,2014,,Bondanakal,,,,BC(W),,TDP,,,F,,
Ananthamma,Rayadurg,2014,,D.Kondapuramu,,,,BC(W),,YSRCP,,,F,,
M.Suresh,Rayadurg,2014,,Junjurampalli,,,,BC,,YSRCP,,,M?,,
Ramesh Babu,Rayadurg,2014,,Kenchanapalli,,,,UR,,TDP,,,M?,,
S.Mothibai,Rayadurg,2014,,Mechiri,,,,ST(W),,YSRCP,,,F,,
N.Thimmakka,Rayadurg,2014,,Nagireddypalli,,,,BC(W),,TDP,,,F,,
Lakshmi,Rayadurg,2014,,Pallepalli,,,,SC(W),,YSRCP,,,F,,
Bharathi,Rayadurg,2014,,T.Veerapuramu,,,,UR(W),,YSRCP,,,F,,
Kuruba Bheemappa,Rayadurg,2014,,Vadrahonnur,,,,BC,,YSRCP,,,M?,,
B.Parvathamma,Roddam,2014,,Cholemarri,,,,UR(W),,TDP,,,F,,
A.Nirmala,Roddam,2014,,Dodagatta,,,,UR(W),,TDP,,,F,,
Dalavatam Anasuyamma,Roddam,2014,,Kalipi,,,,UR(W),,TDP,,,F,,
Nagaraju,Roddam,2014,,Kambalapalli,,,,UR,,TDP,,,M?,,
Narasamma,Roddam,2014,,M.Kothapalli,,,,SC(W),,TDP,,,F,,
C.Sriramappa,Roddam,2014,,Nalluru,,,,UR,,TDP,,,M?,,
Sivamma,Roddam,2014,,Narnagepalli,,,,SC(W),,TDP,,,F,,
D.Anjinamma,Roddam,2014,,Peddamanthuru,,,,BC(W),,TDP,,,F,,
H.Padma,Roddam,2014,,R.Locherla,,,,BC,,TDP,,,M?,,
Kanthamma,Roddam,2014,,Reddipalli,,,,BC(W),,TDP,,,F,,
A.Narayanappa,Roddam,2014,,Roddam  1,,,,UR,,TDP,,,M?,,
G.Narayanappa,Roddam,2014,,Roddam 2,,,,SC,,TDP,,,M?,,
U.Narsimhulu,Roddam,2014,,Roddam 3,,,,UR,,TDP,,,M?,,
K.V.Muthyalamma,Roddam,2014,,Sanipalli,,,,UR(W),,TDP,,,F,,
Kamalamma,Roddam,2014,,Thurakalapatnam,,,,UR,,TDP,,,M?,,
Hanumakka,Rolla,2014,,Bg Halli,,,,SC(W),,TDP,,,F,,
Girijamma,Rolla,2014,,Dodderi,,,,BC(W),,TDP,,,F,,
H.Aswathareddy,Rolla,2014,,Guddugurki,,,,BC,,YSRCP,,,M?,,
H.Sivanna,Rolla,2014,,Hottebetta,,,,SC,,YSRCP,,,M?,,
Ml.Lakshmidevamma,Rolla,2014,,Hulikunta,,,,UR(W),,YSRCP,,,F,,
L Nagaraju,Rolla,2014,,Kaki,,,,UR,,TDP,,,M?,,
B.Siddagangamma,Rolla,2014,,M Rayapuramu,,,,UR,,TDP,,,M?,,
C Radha,Rolla,2014,,Mallinamadugu,,,,UR(W),,TDP,,,F,,
Krishnappa,Rolla,2014,,Rathnagiri,,,,UR,,TDP,,,M?,,
Ts Nagarathna,Rolla,2014,,Rolla 1,,,,BC(W),,TDP,,,F,,
Rathnamma,Rolla,2014,,Rolla 2,,,,UR(W),,TDP,,,F,,
Harijana Ramappa,Settur,2014,,Bachehalli,,,,SC,,TDP,,,M?,,
Pujari Mahadevamma,Settur,2014,,Cherlopalli,,,,UR(W),,IND,,,F,,
Harijana Sarojamma,Settur,2014,,Chinnampalli,,,,SC(W),,TDP,,,F,,
Kuruba Jayamma,Settur,2014,,Chintharlapalli,,,,BC(W),,TDP,,,F,,
Kolimi Guruswamy,Settur,2014,,Kanukuru,,,,BC,,TDP,,,M?,,
Golla Thimmakka,Settur,2014,,Lakshmampalli,,,,UR(W),,TDP,,,F,,
Kataru Thippareddy,Settur,2014,,Makodiki,,,,UR,,TDP,,,M?,,
Talari Bommaiah,Settur,2014,,Mulakaledu,,,,UR,,TDP,,,M?,,
Amaravathi Maanasa,Settur,2014,,Perugupalyam,,,,BC(W),,TDP,,,F,,
B.Nagaraju,Settur,2014,,Settur,,,,UR,,TDP,,,M?,,
Golla Kristappa,Settur,2014,,Thippanapalli,,,,BC,,TDP,,,M?,,
Dalavai Jayamma,Settur,2014,,Yatakallu,,,,UR(W),,TDP,,,F,,
Ankannagari Sunitha,Singanamala,2014,,Akuledu,,,,SC,,TDP,,,M?,,
C.Bhagyalakshmi,Singanamala,2014,,Chakrayapeta,,,,UR,,TDP,,,M?,,
P.Subbanna,Singanamala,2014,,Kallumadi,,,,BC,,TDP,,,M?,,
T. Lakshminarayanamma,Singanamala,2014,,Peravali,,,,BC(W),,TDP,,,F,,
Sattireddy Amrutha,Singanamala,2014,,Rachepalli,,,,UR(W),,TDP,,,F,,
Agraharam Indravathi,Singanamala,2014,,Salakamcheruvu,,,,UR,,TDP,,,M?,,
Chinnamekala Rajeswari,Singanamala,2014,,Singanamala  1,,,,SC(W),,TDP,,,F,,
Kullayappa,Singanamala,2014,,Singanamala  2,,,,BC,,TDP,,,M?,,
V.Lakshmidevi,Singanamala,2014,,Sodanapalli,,,,UR(W),,TDP,,,F,,
Erikala Gangamma,Singanamala,2014,,Tarimela,,,,ST(W),,TDP,,,F,,
A.Anasuyamma,Singanamala,2014,,Ullikallu,,,,UR,,YSRCP,,,M?,,
Nagalakshmamma,Singanamala,2014,,West Narasapuram,,,,SC(W),,TDP,,,F,,
H.Shyamalamma,Somandepalli,2014,,Brahmasamudram,,,,SC(W),,TDP,,,F,,
D.Rathnamma,Somandepalli,2014,,Chalakur,,,,UR(W),,TDP,,,F,,
M.Suvarna,Somandepalli,2014,,Challapalli,,,,UR(W),,TDP,,,F,,
Gangadharappa,Somandepalli,2014,,Gudipalli,,,,UR,,TDP,,,M?,,
Eswaramma,Somandepalli,2014,,Kethaganicheruvu,,,,UR(W),,TDP,,,F,,
Appaiahgari Ramanjaneyulu,Somandepalli,2014,,Magecheruvu,,,,UR,,TDP,,,M?,,
U.Anjaneyulu,Somandepalli,2014,,Mandli,,,,BC,,TDP,,,M?,,
Uppara Nirmala,Somandepalli,2014,,Pandiparthi,,,,BC(W),,TDP,,,F,,
V.Sreeramulu,Somandepalli,2014,,Somandepalli.I,,,,UR,,TDP,,,M?,,
D.Vara Lakshmi,Somandepalli,2014,,Somandepalli.Ii,,,,BC,,TDP,,,M?,,
G.Prabhakar,Somandepalli,2014,,Somandepalli.Iii,,,,UR,,TDP,,,M?,,
Uppara Susheelamma,Somandepalli,2014,,Somandepalli.Iv,,,,BC(W),,TDP,,,F,,
M.Kristappa,Somandepalli,2014,,Somandepalli.V,,,,SC,,TDP,,,M?,,
N. Eswaramma,Somandepalli,2014,,Thungodu,,,,BC(W),,YSRCP,,,F,,
Saddala Kalpana,Tadimarri,2014,,Atmakur,,,,BC(W),,YSRCP,,,F,,
Kodedala Rajasekhar,Tadimarri,2014,,Chillakondayapalli,,,,UR,,TDP,,,M?,,
K.Lakshmi Devi,Tadimarri,2014,,Chinna Chigulla Revu,,,,BC(W),,TDP,,,F,,
Chintalapalli Ramanamma,Tadimarri,2014,,Dadithota,,,,SC(W),,YSRCP,,,F,,
Siriyala Kristaiah,Tadimarri,2014,,Kunukuntla,,,,BC,,YSRCP,,,M?,,
Chinna Gari Venkatamma,Tadimarri,2014,,Narasimpalli,,,,UR(W),,TDP,,,F,,
Adireddy Gari Narapa Reddy,Tadimarri,2014,,Peddakotla,,,,UR,,YSRCP,,,M?,,
S. Narayanamma,Tadimarri,2014,,Pinnadari,,,,SC,,YSRCP,,,M?,,
S.Sumathamma,Tadimarri,2014,,Tadimarri,,,,UR(W),,YSRCP,,,F,,
S.Nagalakshmi,Tadipatri,2014,,Bhogasamudram,,,,UR(W),,TDP,,,F,,
Kota Lakshmi Bhavani,Tadipatri,2014,,Bodaipalli,,,,UR(W),,TDP,,,F,,
Dorasingam Gari Dhanalakshmi,Tadipatri,2014,,Bramhanapalli,,,,UR(W),,YSRCP,,,F,,
T. Mallikarjunareddy,Tadipatri,2014,,Chinnapolamada,,,,UR,,TDP,,,M?,,
Medikurthi Narayanaswami,Tadipatri,2014,,Chukkalur,,,,UR,,YSRCP,,,M?,,
Dudekula Pedda Mabu,Tadipatri,2014,,Diguvapalli,,,,BC,,TDP,,,M?,,
T.Pullanna,Tadipatri,2014,,Gangadevipalli,,,,SC,,TDP,,,M?,,
Kakarla Ranganayakulu,Tadipatri,2014,,Gannevaripalli  1,,,,UR,,TDP,,,M?,,
B.Varalakshmi,Tadipatri,2014,,Gannevaripalli 2,,,,UR(W),,TDP,,,F,,
V.Sujatha,Tadipatri,2014,,Gannevaripalli 3,,,,BC(W),,TDP,,,F,,
Yampalaku Linganna,Tadipatri,2014,,Peddapolamada,,,,BC,,TDP,,,M?,,
Nadipi Obulesu,Tadipatri,2014,,Sajjaladinne,,,,UR,,YSRCP,,,M?,,
Dabbudupalli Padmavathi,Tadipatri,2014,,Urichintala,,,,SC(W),,TDP,,,F,,
T. Gurulakshmi,Tadipatri,2014,,Vanganur,,,,BC,,TDP,,,M?,,
Bandaru Kullayamma,Tadipatri,2014,,Venkatareddypalli,,,,SC(W),,YSRCP,,,F,,
P.Hemalatha,Tadipatri,2014,,Yerraguntapalli,,,,BC(W),,TDP,,,F,,
Pasuvula Aruna,Talupula,2014,,Edulakuntlapalli,,,,BC(W),,TDP,,,F,,
Edagottu Anasuyamma,Talupula,2014,,Kurli,,,,UR(W),,YSRCP,,,F,,
R. Venkata Reddy,Talupula,2014,,"Lakkasamu 
Dram",,,,UR,,TDP,,,M?,,
Udari Mallaiah,Talupula,2014,,Nuthanakaluva,,,,BC,,YSRCP,,,M?,,
Barre. Lakshmidevi,Talupula,2014,,"Obula Reddy  
Palli",,,,UR(W),,TDP,,,F,,
Sujatha,Talupula,2014,,Odulapalli,,,,UR(W),,YSRCP,,,F,,
Poola Shubashinamma,Talupula,2014,,Peddannavaripalli,,,,UR,,YSRCP,,,M?,,
Rajipati Kullayappa,Talupula,2014,,Talupula 1,,,,BC,,YSRCP,,,M?,,
S. Mahammad Rafi Naik,Talupula,2014,,Talupula 2,,,,UR,,YSRCP,,,M?,,
Matra Sunithamma,Talupula,2014,,Talupula 3,,,,ST(W),,YSRCP,,,F,,
A. Ramanjulu,Talupula,2014,,Udamalakurthy,,,,UR,,TDP,,,M?,,
Velpula Lakshamamma,Talupula,2014,,Vepamanipeta,,,,SC(W),,YSRCP,,,F,,
Killa Gayathri,Tanakal,2014,,Balasamudram,,,,ST(W),,TDP,,,F,,
Nirmalamma.Y,Tanakal,2014,,Bonthalapalli,,,,UR(W),,YSRCP,,,F,,
Bada Sarojamma,Tanakal,2014,,Cheekatimanipalli,,,,UR(W),,TDP,,,F,,
Kadapala Radhamma,Tanakal,2014,,Ethodu,,,,UR(W),,TDP,,,F,,
J.Venkata Ramana,Tanakal,2014,,Geme Naik Thanda,,,,BC,,YSRCP,,,M?,,
Yerragudi Kanthamma,Tanakal,2014,,Kokkanti,,,,SC(W),,TDP,,,F,,
Kayala Venkatramanappa Naidu,Tanakal,2014,,Korthikota,,,,BC,,TDP,,,M?,,
Gunthuri Venkateshu,Tanakal,2014,,Kotapalli,,,,SC,,YSRCP,,,M?,,
Bhukya Lakshmi,Tanakal,2014,,Mallireddypalli,,,,UR,,TDP,,,M?,,
Chinnakotla Rajamma,Tanakal,2014,,T.Sadum,,,,UR(W),,YSRCP,,,F,,
Sanam Peddareddeppa Reddy,Tanakal,2014,,Tanakal  1,,,,UR,,YSRCP,,,M?,,
D.Balappa,Tanakal,2014,,Tanakal 2,,,,UR,,TDP,,,M?,,
Chiruvela Noorjahan,Tanakal,2014,,Tanakal 3,,,,BC(W),,TDP,,,F,,
Marpuri Sudhakar Reddy,Tanakal,2014,,Tavalam,,,,UR,,TDP,,,M?,,
D.Murali,Uravakonda,2014,,Amidala 1,,,,UR,,TDP,,,M?,,
V.Sunkarathnamma,Uravakonda,2014,,Amidala 2,,,,BC,,TDP,,,M?,,
K.Ananthamma,Uravakonda,2014,,Budagavi,,,,UR(W),,TDP,,,F,,
Boya Suvarnama,Uravakonda,2014,,Chinna Mustur,,,,UR(W),,YSRCP,,,F,,
E.Chandrasakher,Uravakonda,2014,,Lathavaram,,,,SC,,TDP,,,M?,,
Bharath.M,Uravakonda,2014,,Mopidi,,,,SC(W),,YSRCP,,,F,,
H.Uligamma,Uravakonda,2014,,Nerimetla,,,,UR(W),,YSRCP,,,F,,
J.Rajanna,Uravakonda,2014,,Nimbagal,,,,UR,,TDP,,,M?,,
B.Purusitham,Uravakonda,2014,,Pedda Kowkuntal 1,,,,UR,,TDP,,,M?,,
V.Nirmala,Uravakonda,2014,,Pedda Kowkuntal 2,,,,UR(W),,TDP,,,F,,
R.Salamma,Uravakonda,2014,,Raketla,,,,ST(W),,YSRCP,,,F,,
B.P.Mallika,Uravakonda,2014,,Shaiksanipalli,,,,BC(W),,YSRCP,,,F,,
B.Haseena,Uravakonda,2014,,Uravakonda 1,,,,BC(W),,TDP,,,F,,
M.C.Sathyavalthi,Uravakonda,2014,,Uravakonda 2,,,,BC,,YSRCP,,,M?,,
P.Rajesh,Uravakonda,2014,,Uravakonda 2,,,,UR,,TDP,,,M?,,
B.Athaula,Uravakonda,2014,,Uravakonda 2,,,,UR,,TDP,,,M?,,
T.Varalakshmi,Uravakonda,2014,,Uravakonda 3,,,,BC,,YSRCP,,,M?,,
C.Chandramma,Uravakonda,2014,,Uravakonda 5,,,,UR(W),,YSRCP,,,F,,
C.Suseela,Uravakonda,2014,,Uravakonda 6,,,,BC(W),,TDP,,,F,,
P.Ravisankar,Uravakonda,2014,,Uravakonda 7,,,,UR,,YSRCP,,,M?,,
T.Sulochana,Uravakonda,2014,,Uravakonda 8,,,,BC(W),,YSRCP,,,F,,
B.Vijaykumar,Uravakonda,2014,,Uravakonda 9,,,,SC,,YSRCP,,,M?,,
H.Sumithramma,Uravakonda,2014,,Vyasapuram,,,,SC(W),,YSRCP,,,F,,
Talari Narayanappa,Vajrakarur,2014,,Chabala,,,,BC,,YSRCP,,,M?,,
Uma Devi Konduru,Vajrakarur,2014,,Chayapuram,,,,SC(W),,TDP,,,F,,
Devendra,Vajrakarur,2014,,Gadehothuru,,,,BC,,YSRCP,,,M?,,
B.Ravi Kumar,Vajrakarur,2014,,Gulyapalyam,,,,BC,,YSRCP,,,M?,,
M.Jyothi,Vajrakarur,2014,,Konakondla  1,,,,UR(W),,TDP,,,F,,
C.Sree Devi,Vajrakarur,2014,,Konakondla Iii,,,,BC(W),,YSRCP,,,F,,
Ya Munaiah,Vajrakarur,2014,,Konakondla 2,,,,UR,,YSRCP,,,M?,,
Bestha Naganna,Vajrakarur,2014,,P.C.Pyapili,,,,UR,,TDP,,,M?,,
Hampi Bai Ramavath,Vajrakarur,2014,,Pandikunta,,,,ST(W),,YSRCP,,,F,,
Bellary Ramanjineyulu,Vajrakarur,2014,,Ragulapdu,,,,SC,,YSRCP,,,M?,,
G.Estheramma,Vajrakarur,2014,,Thatrkal,,,,SC(W),,YSRCP,,,F,,
Singanamala Razia,Vajrakarur,2014,,Vajrakarur  1,,,,BC(W),,YSRCP,,,F,,
Sugali Venkatesh Naik,Vajrakarur,2014,,Vajrakaruru 2,,,,ST,,YSRCP,,,M?,,
Korra Venkatamma,Vajrakarur,2014,,Venkatampalli,,,,UR(W),,YSRCP,,,F,,
Patil Veerana Gowd,Vidapanakal,2014,,Donekal,,,,BC,,TDP,,,M?,,
B.Savitramma,Vidapanakal,2014,,Gadekal 2,,,,UR(W),,YSRCP,,,F,,
Obulesu,Vidapanakal,2014,,Gadekal 4,,,,SC,,YSRCP,,,M?,,
Dasari Pratap Naidu,Vidapanakal,2014,,Hanchanhal,,,,BC,,TDP,,,M?,,
Anand,Vidapanakal,2014,,Havaligi 2,,,,UR,,TDP,,,M?,,
Kuraba Ram Babu,Vidapanakal,2014,,Havaligi 2,,,,UR,,YSRCP,,,M?,,
Boya Parvathi,Vidapanakal,2014,,Karakamukkala,,,,UR(W),,TDP,,,F,,
Harijana Lakshmi Devi,Vidapanakal,2014,,P.Kottalapalli,,,,SC(W),,TDP,,,F,,
B.Kumara Swamy,Vidapanakal,2014,,Palthur 1,,,,UR,,TDP,,,M?,,
K.Vajiya Bee,Vidapanakal,2014,,Palthur 2,,,,BC(W),,TDP,,,F,,
Gajula Sujatha,Vidapanakal,2014,,Poliki,,,,UR(W),,TDP,,,F,,
Pachhayappa Gari Devi,Vidapanakal,2014,,Undabanda,,,,BC(W),,YSRCP,,,F,,
Jinka Lakshmi Reddy,Vidapanakal,2014,,V.Kothakota,,,,BC,,TDP,,,M?,,
Boya Naga Lakshmi,Vidapanakal,2014,,Velpumadugu,,,,UR(W),,YSRCP,,,F,,
Matam Gangamma,Vidapanakal,2014,,Vidapanakal,,,,BC(W),,YSRCP,,,F,,
Chakali Ramanjaneyulu,Yadiki,2014,,23/2 Nittur,,,,BC,,YSRCP,,,M?,,
Bolli Venkatalkshamma,Yadiki,2014,,Chandana,,,,UR(W),,YSRCP,,,F,,
Yatam Chalama Reddy,Yadiki,2014,,Kamalapadu,,,,UR,,YSRCP,,,M?,,
Kotte Ramachandra Reddy,Yadiki,2014,,Konuppalapadu,,,,UR,,YSRCP,,,M?,,
Vennapusa Savithramma,Yadiki,2014,,Nagarur,,,,UR(W),,TDP,,,F,,
K.Venkata Lakshmidevi,Yadiki,2014,,Puppala,,,,UR(W),,TDP,,,F,,
Chakali Gurupadamma,Yadiki,2014,,Rayalacheruvu 1,,,,BC(W),,TDP,,,F,,
Veluri Rangaiah,Yadiki,2014,,Rayalacheruvu 2,,,,UR,,TDP,,,M?,,
Chukkaluru Vijayalakshmi,Yadiki,2014,,Vemulapadu,,,,UR(W),,TDP,,,F,,
G.Ramesh Naidu,Yadiki,2014,,Yadiki 1,,,,UR,,YSRCP,,,M?,,
Tandra Sreenivasulu,Yadiki,2014,,Yadiki 2,,,,BC,,TDP,,,M?,,
Tandra Lakshmikanthamma,Yadiki,2014,,Yadiki 3,,,,BC(W),,YSRCP,,,F,,
Pathikonda Nagasheshu,Yadiki,2014,,Yadiki 4,,,,SC,,YSRCP,,,M?,,
Dadiyala Adinarayana,Yadiki,2014,,Yadiki 5,,,,BC,,TDP,,,M?,,
Pamisetty Nagamani,Yadiki,2014,,Yadiki 6,,,,BC(W),,YSRCP,,,F,,
Yerragundla Salamma,Yadiki,2014,,Yadiki 7,,,,SC(W),,YSRCP,,,F,,
Bandi.Ranga Devi,Yellanur,2014,,Boppepalli,,,,BC(W),,TDP,,,F,,
Putluru.Lakshmi Devi,Yellanur,2014,,Chilamkuru,,,,UR(W),,YSRCP,,,F,,
Ramalakshumma.P,Yellanur,2014,,Goddumarri,,,,SC(W),,YSRCP,,,F,,
Yallala.Subbamma,Yellanur,2014,,Kalluru,,,,BC(W),,YSRCP,,,F,,
Goonolla Muni Prasad,Yellanur,2014,,Mallagundla,,,,SC,,YSRCP,,,M?,,
Rajakullayappa.S,Yellanur,2014,,Peddamallepalli,,,,BC,,YSRCP,,,M?,,
Penikalapati. Bharathamma,Yellanur,2014,,Thimmampalli,,,,UR(W),,YSRCP,,,F,,
Gattu. Obulamma,Yellanur,2014,,Vennpusapalli,,,,UR,,TDP,,,M?,,
Peddagampanna Gari Thayanna,Yellanur,2014,,Yellanuru 1,,,,UR,,TDP,,,M?,,
Bhoghathi Vijaya Prathapa Reddy,Yellanur,2014,,Yellanuru 2,,,,UR,,TDP,,,M?,,
